RegionName,1/31/96,2/29/96,3/31/96,4/30/96,5/31/96,6/30/96,7/31/96,8/31/96,9/30/96,10/31/96,11/30/96,12/31/96,1/31/97,2/28/97,3/31/97,4/30/97,5/31/97,6/30/97,7/31/97,8/31/97,9/30/97,10/31/97,11/30/97,12/31/97,1/31/98,2/28/98,3/31/98,4/30/98,5/31/98,6/30/98,7/31/98,8/31/98,9/30/98,10/31/98,11/30/98,12/31/98,1/31/99,2/28/99,3/31/99,4/30/99,5/31/99,6/30/99,7/31/99,8/31/99,9/30/99,10/31/99,11/30/99,12/31/99,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20
11238,116536,117414,117780,119041,120191,121513,123149,124625,126231,126515,126917,127199,128187,129036,130026,131075,131932,132881,132805,132863,132728,134372,135948,137804,139301,140430,142560,143667,144899,145018,146059,147597,149244,150638,151715,151970,151809,152272,151912,151657,152514,154590,156878,158303,159157,161082,163064,166827,168411,169312,169362,172204,175061,178418,180957,182726,185433,187919,191748,194039,197997,202562,208891,213581,217461,221470,224806,229611,233306,237383,240437,244093,249007,253924,257441,259253,259877,260191,261781,265228,268716,271991,273694,276069,276795,277946,280842,285904,291996,296558,298609,297025,295325,292769,293769,293932,297885,301182,304014,304670,306940,309260,314664,319652,326340,333380,340754,348594,352798,358845,365917,373188,377353,382075,389243,398525,408764,418518,426280,434850,441868,447735,446693,451565,457831,468865,473656,477513,480133,484059,485900,484998,485229,484053,488792,490139,494256,493924,496428,500544,501167,502299,504204,509063,513779,516571,518861,518583,515532,512668,509050,507105,505954,505635,505284,502841,500682,499880,498938,496794,495009,493903,490958,486221,482921,478832,476228,474704,474082,475761,478085,484156,490310,493688,499748,502261,505496,505018,503573,500428,499903,499663,499567,494767,487847,483909,480535,480738,478781,480088,481424,485168,485650,484331,482634,484692,488731,491685,494591,498150,504261,510506,518355,523963,530641,536241,541679,545362,552124,561496,569882,577700,587036,596869,605073,614454,625525,639478,652888,666845,679005,689429,700991,711174,715389,718055,719858,725508,730683,736771,743837,754137,763634,772197,776658,780499,789088,799344,809391,812964,810876,810021,809139,810016,811371,816862,823718,825953,820643,817496,818731,823244,825905,822514,823090,817106,805355,784246,769083,770008,780467,781533,776101,774194,784955,796068,795699,795098,796791,802326,804443,801704,796854,799728,811156,820369,819406,815367,815892,819117,821242,826141,829807,829442,826598,821234,811396,800397,791063,784185,777646
10314,155215,154427,153938,153213,152840,152524,152080,151573,151098,150824,150789,150790,150969,151630,152572,153070,153050,153045,153514,154338,155308,155892,156586,157177,157720,157882,157733,157748,158110,158754,159147,159534,159878,160884,161389,162238,162935,163891,164792,165961,167482,168871,170519,172008,173566,174705,175926,177355,178971,180985,183081,185247,187660,190043,192565,194229,196364,198355,201553,203903,206778,209277,212381,215349,217277,219699,221946,225600,228683,232000,234817,238097,240741,243271,245342,247659,250221,252676,255148,257356,260085,263195,266089,268701,271390,274294,277288,280004,283346,286800,290499,294504,297572,300394,302637,305924,309332,312763,316352,319961,323813,326995,330080,332498,335347,338769,342649,346747,350748,355059,359116,363736,367853,372502,377132,382138,387494,392255,397294,401024,404242,407259,410104,412321,413654,415476,417009,418506,419493,420338,420357,420598,421504,421267,420955,420177,420559,419870,419093,417900,416544,415266,414246,412460,410184,409058,408500,407520,405594,403409,401450,399769,397864,395796,393895,393298,392407,390961,388143,386783,385725,385076,384151,382822,382916,383121,383104,382717,382812,382693,383563,383859,383957,384542,385519,387501,388107,387745,387017,385710,384675,383613,381978,379758,378446,376607,374579,371038,367932,366185,365284,364869,363691,363385,363430,363487,363018,362980,362652,362807,362924,363029,363157,363326,364463,364991,365755,367488,369551,371502,373172,375258,377842,380523,382452,383615,384126,385124,386409,387541,387893,388004,388905,390201,391088,391413,392226,394001,395822,397461,399013,400158,401793,403646,405985,408021,410550,412291,414374,416444,419652,423188,426028,429175,431951,435027,437668,441069,444245,448675,453014,457947,462002,465269,469307,474284,480883,487344,494409,499952,505209,509798,514487,518758,523004,528070,533710,538608,541697,543834,543689,544683,545733,548404,551287,553149,554010,553566,551290,548658,546000,544781,544778,544326,543849,542070,539927,538459,537779,537713,538459
11215,197934,198134,197595,197322,197203,197838,199133,199994,201221,201904,202984,203220,203901,204734,207285,209329,211141,212279,212226,212779,212985,214843,216922,219994,222949,224681,226424,228555,231865,234311,237976,242137,246647,249460,251197,254063,257346,263261,266185,268808,269738,273060,276034,279478,282690,288150,294474,300710,304379,306385,309667,316724,324260,331381,337334,342410,347861,352044,355752,357262,359782,362246,367403,371355,376848,381030,385513,390447,395704,401468,409179,420404,435073,450703,462661,469883,472032,474225,477798,486145,492927,499115,500632,502002,502063,503021,507787,515445,525388,534123,537884,533775,528044,524548,528553,531098,535810,538996,539495,537267,539592,543884,553838,560831,575629,587814,600704,611653,617019,622743,632439,645883,655713,660876,668015,679982,693828,706131,712537,717462,722689,730931,729335,733939,737445,751854,759132,765520,759581,757118,751825,752532,752819,750837,755363,754255,756306,751387,751730,757961,763450,768380,774112,778458,784014,787311,793766,797663,798043,800782,798975,794920,793984,793086,793294,792276,792859,791993,790106,785057,781021,768101,754675,740903,729409,720088,713494,710219,706927,708195,700820,696784,692160,698384,708402,715830,720432,720908,719187,713433,707501,701549,702813,702725,701076,696307,691632,688993,689408,693102,696476,700243,702287,701790,701892,705327,710867,715225,719844,724760,727687,728733,733999,741115,749263,757923,764713,769097,775763,786272,795030,804347,817512,833934,846986,860301,876037,892589,907531,922010,935982,947715,962048,976880,987675,994562,998297,1000602,1003880,1008619,1017938,1031545,1045556,1057062,1061376,1063114,1067985,1077131,1089858,1099716,1103965,1107207,1113198,1116337,1115631,1113792,1116587,1117601,1113323,1108254,1106179,1110013,1111858,1114944,1110061,1107319,1099262,1090785,1084577,1087573,1097691,1097136,1089616,1077623,1079327,1075782,1071781,1061910,1059295,1060028,1064200,1066708,1061777,1064353,1071063,1085854,1089762,1092784,1094682,1096147,1096006,1096575,1091779,1083606,1078017,1070951,1062739,1048686,1036384,1025753,1016224
11385,216888,215741,215470,214270,214139,213860,214166,214369,214496,214538,214721,215562,216377,218392,219990,222340,222690,223151,223460,224420,225685,227588,229700,231115,232366,232479,232614,232297,233429,235200,236069,236836,237867,238807,239292,239670,240815,242364,243918,246193,248871,251824,255751,258834,261521,263126,265487,268307,271137,274099,276858,278825,279905,280995,281647,283646,285948,289875,292886,295125,296219,299270,303602,308517,312114,314297,316982,318672,319973,320180,321791,324352,327899,328037,327783,327233,329345,331832,334637,337054,339650,341749,343585,345338,347440,350842,353893,356700,358660,362094,363976,367859,371392,376760,380753,384659,388334,391870,395394,399258,402964,407855,413482,418147,422728,427595,435075,440276,445556,450596,456425,463608,470215,475490,480854,485365,490221,494791,500404,509049,515535,520094,521651,523032,525537,528605,531745,536144,540664,540010,533489,526630,522598,524126,529292,531584,533987,530710,528968,525298,522895,524044,526117,528700,529964,528126,523340,518373,512598,510191,507773,505125,499039,493817,489193,484053,478165,472774,468805,465565,462017,458311,453039,449440,448014,445357,445005,444515,444704,443851,442624,443287,444229,446131,447527,448239,448930,450018,449340,447797,447682,448145,449217,446853,444277,440057,438397,437573,437449,436767,435516,435068,433739,432633,430776,431401,432588,436040,437055,437536,436928,437491,439094,440757,441828,442145,443067,445041,448828,451652,455315,458621,462386,466779,471240,475739,481292,487758,494998,499954,503237,505734,509049,512395,516415,518918,522431,525204,527345,529624,531654,533540,534426,537172,540382,545564,548752,552801,555273,560196,565590,571987,576634,583941,590968,597304,602534,606163,612839,618870,626218,631613,636578,638706,642401,644170,648686,652370,656304,660130,662236,664665,666136,667128,668616,671835,675749,681122,685059,688380,691412,693750,696468,697049,697836,697987,696038,694883,694271,694453,693213,691699,690371,689679,688674,688891,688862,689563,691387,692098,691624
10468,86874,86415,86425,85904,86343,86884,87896,88032,87988,87927,88148,88438,89033,90122,91226,92873,93067,93418,92701,93329,93760,94552,95228,96223,96697,96703,96057,95481,95288,94567,94815,95246,96721,97659,98526,98591,98841,99586,100735,101837,102845,104580,106015,107193,107981,109180,109473,110297,111123,112305,113600,115083,116621,117790,118806,119341,120037,120408,122381,124068,125282,125457,125170,125044,125032,125202,125617,125871,125752,125517,125024,124558,124411,124773,125680,126526,127493,129210,130659,132012,132640,133795,134649,135548,136480,137443,138272,138649,139119,138153,137437,137052,138044,138883,139907,141428,142927,144759,146434,148774,150726,152978,155266,157987,160924,163866,167085,168968,170845,171809,173017,174328,175399,177407,179856,182297,184500,186257,187152,188897,190400,193556,196678,199140,201257,202227,202934,204294,205585,207090,208528,210631,212744,213128,213582,214796,217653,220043,222260,223086,222802,221065,219526,218166,218194,218701,219064,218368,216942,215658,213713,210941,208565,207933,207159,203937,199574,194648,190900,187751,184793,182107,177769,175179,172919,172061,171610,173250,173333,173221,170453,168612,166284,166376,168863,170820,170818,168462,166711,164088,162975,162589,163441,162376,161201,158757,157311,155023,155057,155271,154507,153713,153299,154219,155063,155743,156065,155321,154189,152822,151213,149328,148796,149623,149914,148617,147711,149261,151748,154924,155598,158130,160438,164942,167513,167436,165708,164575,164960,165002,164443,161746,161072,160522,161201,160295,158797,157667,158593,159797,159978,157788,155373,154221,152852,149937,145953,142359,141545,142421,144370,145996,147225,149063,150781,153217,155064,157106,158487,160550,161641,163456,162874,161760,158996,158225,158805,162083,166091,169880,173736,176479,178504,177625,175777,174247,175815,178397,181418,180447,179942,180843,183581,185320,186499,188235,191805,194500,197502,198652,199933,200968,201235,200251,197707,196052,194918,194134,192386,190699,187002
11373,107580,107576,107889,108151,108475,108597,108889,108918,108773,108647,108697,108889,108916,109244,109168,109432,109526,109929,109969,110422,111152,111921,112597,113147,114071,114448,114929,115128,115584,116011,116618,117320,118059,118981,119674,120273,120575,121467,122611,123887,125103,126481,128225,129640,131022,131762,132695,133820,135422,137184,138779,140343,141811,143085,144328,145889,147260,149254,151128,152969,154339,155508,157116,158776,160584,162198,163448,164573,165972,167571,169591,172001,174313,176433,178033,179853,181493,182605,183757,184874,186497,187962,189147,190276,191543,193175,194735,196056,197120,200114,203755,207846,210525,212445,214134,215164,217230,218984,221125,223078,225850,229168,231413,233297,235255,238689,243477,248248,252474,256171,260100,265266,270119,273471,277696,281607,286859,292321,298345,304489,308681,312360,314485,316096,317489,319588,321179,323529,325433,323314,317970,313463,311972,313411,316866,318302,319700,317881,317535,316575,315315,316032,316713,318573,319538,318577,314561,310832,307177,304643,301239,297283,293460,290169,287539,282947,277266,272037,269529,268006,265980,263722,261217,259210,257600,255936,255810,255630,255744,254669,252769,251730,251654,253323,254395,255714,256950,258742,258268,257448,257139,258521,261066,261860,262432,261173,261285,261688,261655,260426,259366,259657,259985,260167,258703,257909,256715,257140,256963,256450,256371,257004,259073,260764,262318,263165,264334,266027,268436,270706,273038,274844,276175,277929,279469,281007,282622,284708,287516,289691,291054,291506,292578,294618,297539,300060,302578,304971,306602,307986,309216,310997,313107,316125,318158,320007,321056,322520,323945,326121,329643,333686,336335,339288,342268,346089,349438,352021,355280,357779,360674,362586,364679,365890,368904,370767,372577,371890,373549,377402,381779,387509,391965,395353,397182,398519,401009,403772,406498,409933,413025,414388,414977,413188,412224,411980,411844,412792,412581,412641,412585,412305,411021,409832,408570,408291,407672,406900,406434,405248,403730
11233,183988,183722,182174,179936,178419,178807,180805,181428,181799,181380,181607,181718,182587,183710,186333,188767,190883,191348,189783,189705,189567,191378,193168,195699,197531,198284,199295,200723,201033,200162,199700,201632,204997,207003,207862,208970,210277,212035,212912,214864,218600,222992,227095,228267,229366,231934,235490,236976,237017,238081,240892,244109,246398,249600,251956,255067,256734,258522,260463,263148,266772,269436,271382,271347,270810,269896,272108,274141,277959,279608,281251,282369,285789,288022,291085,293342,296546,298685,299803,303012,304880,308326,309981,312779,312221,313407,315581,321161,326882,332488,335849,336730,337620,336578,338335,339882,348194,354911,358840,356459,355583,354585,354780,353967,355663,359509,365567,370549,370487,371470,376096,385903,392520,398787,407260,416058,426045,435288,440731,447605,452183,460356,459683,464030,469094,481905,489438,499291,503537,509348,513152,517160,522543,522686,531050,533391,539163,536225,536772,536081,533317,532047,532917,532712,533007,533707,536290,533965,526891,520986,515173,511545,510218,505735,498900,492770,488020,483137,474296,467205,462886,458480,453102,445619,439232,433313,430565,428291,424943,422129,418062,418239,417609,419161,420935,420920,420507,418387,415716,412547,410663,410000,412101,411569,409878,407014,403446,403902,404123,408231,411416,414563,417402,419462,421569,423037,426553,428060,433218,437391,444674,449039,453990,457609,462612,467504,472390,477040,480161,486643,491864,498228,504277,512846,524344,536896,548068,558008,563865,570186,580380,592734,604932,612550,616893,621229,622917,628220,632673,640950,652504,668975,683014,692759,698200,706279,714604,721051,726263,729309,731792,731754,733338,734106,734635,737352,744448,753033,760830,767886,775431,783115,792636,799636,806548,808889,811869,812496,813329,815852,821722,828026,832969,834644,835726,840152,840505,841419,838873,841759,843686,846872,848165,850013,853703,855890,857981,856701,858072,860955,865562,867527,868971,867926,866695,864903,862173,862059,861680,862495,862804
10457,94806,94650,93907,93249,92480,92430,91609,90498,89270,88362,88329,87920,87882,87501,88168,88297,88880,88990,90879,92627,94307,94944,94864,95832,96913,98218,98505,98805,99167,99110,98017,98063,99067,101729,103697,104764,104560,104051,104602,105789,106273,106787,107205,108160,108353,107968,107477,107374,108214,110158,111427,112307,113539,114973,116655,116748,116944,116537,117484,118699,119908,119155,117639,115992,114772,114140,113798,114408,115174,116230,116105,114931,113263,112763,113469,114530,115679,117294,118438,119260,119378,120049,120620,121559,122710,123891,124699,124854,125161,123974,123340,123036,123286,123406,123519,124914,126312,127852,129392,131640,133514,135535,137427,138784,140742,142503,145930,147915,149903,151531,153853,156711,158249,160173,161864,164791,168630,171791,173988,175612,177821,180328,181805,182311,184047,186278,189299,191467,192164,192404,192243,193719,195351,196489,198263,200030,202267,203380,203787,204110,204036,204450,204206,203281,202416,201667,201553,201121,200649,200318,199540,198665,197106,196131,194784,193553,189890,185610,180063,176601,174273,172850,170559,167863,165655,164734,165085,166102,167611,169215,168943,166997,163632,160739,159310,158513,158439,157296,156375,154097,153255,153437,156340,158292,159068,159382,160561,161700,161771,161689,159402,158096,155553,154795,153333,153950,155038,155723,154886,153662,153276,152248,154086,156672,159749,159515,159911,159959,161096,161284,161048,161448,162427,164592,165456,164323,163588,163861,163703,162596,161184,161025,161812,163273,164021,164397,163221,163139,164382,166025,167158,168010,169277,170674,172160,172097,172260,171743,173624,175603,176450,177845,178939,181652,182930,185050,186586,188421,190029,192130,192954,193829,193587,193084,193217,192059,193326,193177,194955,195468,195939,196512,197716,198063,198862,199072,200853,202294,204146,205120,203534,203321,203546,205071,205366,206392,207377,208068,208584,210439,211631,212891,215336,217265,218874,219272,220497,221526,222598,224230,225003
10027,71608,71200,71108,71413,72204,73225,73671,73779,74024,74279,74859,75048,75544,76581,77951,78645,78750,78190,78036,78450,79195,80463,81679,83553,85269,86408,86927,87526,88078,89218,90816,92429,93255,93111,92245,91528,90348,89997,89868,89696,89597,90144,92184,94121,95750,97680,100010,102011,104221,107324,111571,115846,120297,122768,123626,124613,128092,132251,136110,139284,142907,145409,147836,150601,153497,156422,158997,161609,163308,165082,167416,170675,173942,177227,179448,181203,181724,182479,183686,186098,189384,192095,194011,195208,196264,197921,199594,201250,203580,208134,212528,214816,212890,210439,210343,211517,212238,211418,211770,213627,215934,216890,218437,219487,222805,227353,230588,233182,236532,242102,247952,253389,259617,265691,270340,275842,281942,288317,294742,300613,307212,313363,318138,318342,317531,319634,324417,328483,329792,329470,329963,334092,336265,336712,334035,336913,341286,343709,346212,347261,351476,355221,360876,363521,366191,367422,370477,369427,365951,361011,359148,363349,369988,377759,379802,380769,381641,387692,396395,406623,418933,429634,431866,428107,418243,410451,406538,405654,403669,396564,390460,388841,386779,386320,386755,388304,393147,396945,399851,399063,401624,404938,405913,403110,400668,399119,400083,402089,402450,400469,399083,398715,395326,393650,394071,396510,399295,402065,404865,407199,410035,414907,417571,423938,434623,445427,450884,453290,454150,455627,458080,461237,465243,465642,470120,472440,474962,477003,484934,493308,503237,511511,516610,520157,524653,537983,548931,555948,556041,557518,560343,566646,569813,575193,582505,596727,606767,610952,611528,615944,625450,632492,635852,638071,642136,645176,644629,641761,641696,643791,646188,651255,654587,656044,653998,649281,651019,656127,664206,663506,655731,648252,651184,657373,662793,670967,677842,688836,684785,680953,678083,684218,695926,700472,697542,689399,690451,694127,700101,699088,704500,707702,707822,703963,696990,693380,688548,683684,670774,653385,633953
11236,188601,188046,187535,186793,186359,186249,186202,186037,185857,185766,185878,186135,186525,187493,188706,189791,190548,191066,192026,192993,194219,195244,196379,197485,198609,199082,199533,199809,200321,200731,200337,200682,200856,201685,202103,202603,203161,203873,204502,205240,206104,207374,209452,211289,213452,215096,216871,218406,219586,220884,222104,224290,226735,229584,232000,233873,235226,236626,238453,240403,242282,244560,247521,250045,251553,252667,254169,256477,258553,260609,262450,264609,267801,270179,271350,271521,271510,273616,275671,279522,281417,283087,283839,284824,285630,287088,290403,295120,300516,301722,300328,295615,294114,294706,297558,300891,304939,308676,311063,311210,313158,315613,322031,328041,337455,343978,351050,355494,358337,361454,367444,375054,380620,384616,389502,395501,401137,407625,412246,417897,421962,427093,425540,428713,432182,443606,449906,456575,457267,458660,458103,458857,461406,462693,468363,468783,470286,466430,466666,467688,466445,465275,464656,464930,465329,465656,467637,467489,464781,461611,456029,450576,447294,443691,440451,436064,430903,423963,416391,410750,406811,402264,397755,394066,391754,390326,389822,390039,391863,395590,394000,392816,391573,395120,398756,398976,398373,396475,394614,391916,388608,385790,387654,389119,389075,385857,382926,382590,381688,381365,380179,379799,378941,377226,374819,372799,372589,372178,372908,373167,375518,378007,380493,381388,381328,381567,382576,383431,383542,383739,383537,384628,384372,383871,383055,384108,387312,391056,393247,394336,395384,397179,398625,398186,397787,398113,399960,400158,399445,397938,398290,400265,402704,404661,406785,409491,412754,414704,415796,416933,418221,419716,420995,423045,425039,427329,428494,430290,431870,432977,434120,437176,442043,446490,449753,451525,454006,456885,461319,465707,471015,478043,485614,491508,495244,499383,504467,508376,511792,514840,517776,520519,521209,524680,526989,530452,531747,533913,534435,536882,538348,540616,542180,543608,546097,545576,545635,545140,546934,547796,549561
11372,94397,94582,95186,95912,96515,96696,97010,97291,97586,98020,98595,99221,99657,100295,100325,100418,100651,101443,102076,102637,103314,103968,104618,105238,105986,106254,106554,107082,107685,108334,108848,109750,110358,110813,110788,110697,110919,112000,113503,115011,116454,117990,119687,120899,122326,123393,124989,126764,128621,129990,131319,132336,133535,134484,136012,137799,139499,141561,143276,145021,146575,148125,149475,151103,152921,154868,156178,157732,159082,160522,162131,163793,165458,167754,170695,173650,175456,177172,179217,181264,182941,184188,185396,186718,187994,188919,189455,190097,191190,192110,192330,192474,193535,195640,197475,199157,201270,203551,205540,207015,209056,212634,216178,219624,222496,225551,230198,233895,237776,240779,244346,249203,253628,257270,261728,266291,271289,276318,281322,287628,291825,295644,298010,299797,302038,304649,306787,308728,310102,307879,302879,297549,295573,296518,299864,301404,302830,302078,302552,302885,303194,304941,306358,307647,307542,305250,301650,298809,295324,290248,284962,279370,274778,270634,268740,267297,265170,262550,260090,258099,257046,256840,256137,254641,253140,251869,252038,252193,252822,252786,251806,250650,249166,250819,251612,255035,257329,260951,259364,257941,255522,256906,259000,261458,263380,262790,263249,262599,262987,261701,262460,262560,263944,262548,260588,259032,258511,259488,259755,259748,260150,260889,262704,263833,264306,264917,266592,267997,269758,270487,271769,272715,272733,272887,272603,274437,276768,280118,283191,285606,286537,286747,287969,289812,292444,294620,297810,300690,306020,310607,314053,314273,315193,318413,320747,322652,323296,325102,327038,327242,323022,319273,316722,319046,321265,324484,328765,332409,335898,338095,339777,342267,346305,348370,351557,356934,363239,364314,362114,362711,365906,370787,374305,377692,381961,387288,393460,395574,397039,399239,403108,407046,410921,415215,419474,423562,427453,433027,433399,432590,430299,433064,435824,437019,436862,435667,435306,434923,433949,431469,431908
11218,157062,156647,156554,156168,155945,155523,155668,155057,154891,154415,154693,154415,154464,155228,156343,157512,158438,159708,160287,161826,162586,163825,164641,166623,168172,168377,167777,167308,167329,167362,167451,168302,169959,171834,172386,172800,173570,175579,177139,178240,179449,181549,184443,186713,188380,189940,193066,195552,197616,199346,203122,208539,213137,216885,219052,220722,222927,225881,228977,232528,236452,240369,242305,242894,244164,245995,249886,254963,259295,261737,263167,264253,265054,265237,265828,266781,266786,267349,268567,271899,274668,276461,276954,278251,280005,282484,286020,290244,295182,298425,296523,289795,282739,280142,281206,282524,285193,287006,288393,287083,287823,288698,293268,297814,306718,313665,320882,325439,327360,330919,337392,347014,353607,357870,364088,372540,381351,388372,393273,399962,405787,410637,407384,406113,406331,414375,418907,422771,420463,420024,417229,416059,416261,416935,421872,424398,427473,425801,424753,424928,424326,424139,424596,424808,426524,427769,430949,432081,431533,430488,428116,424870,424021,421558,420475,417246,413150,407552,401584,396193,391577,386994,383151,381076,378642,377902,377220,378697,380705,384488,383327,382037,380763,383237,387618,389838,392154,392477,392322,390891,389265,387286,390713,393900,396896,395821,394390,392119,390957,390599,390811,390539,390381,391262,391592,392967,393515,394953,396193,400430,403676,408331,412916,417958,420725,421685,422700,423378,425592,428465,430216,431376,434075,437100,440329,444918,452350,460282,465533,470695,475905,481137,487457,493618,497863,500229,501632,504801,509020,515023,521035,530068,538785,546699,552379,555750,561902,569059,577572,582009,583251,584385,588014,590733,591769,592918,594588,596665,597930,599224,603717,609905,615907,619419,622491,624051,627543,635236,645578,663551,675215,685387,683193,680058,679333,679470,682141,684040,687460,689094,690294,685743,683716,683885,691216,695715,698767,702769,704345,705032,702689,700631,696989,693481,690884,686765,681928,678734,674888,669718,664319
11223,199045,197801,197622,197292,197709,197550,196866,196405,196658,196838,197034,197346,199114,202003,204558,205862,205985,206511,207598,208809,209336,210693,212338,213944,213240,211948,210634,210504,211458,213289,215845,217966,219945,221370,222496,223825,225878,228354,230030,231623,232725,235061,237694,240921,244091,246264,248788,251168,253794,256011,259458,263161,267807,271010,274035,275787,278061,281741,286167,290921,295334,299800,303230,306684,309505,312673,315646,320151,324731,328996,332271,335483,339011,343769,348416,352401,353810,355243,356678,360717,364437,368510,370489,372857,374252,376351,379679,384919,392041,399446,403674,402429,400291,398677,402062,403705,409796,413328,417600,417177,419541,420051,425653,430233,437417,442230,449167,457624,461375,465368,470728,480300,487239,491905,496523,504020,515316,526659,531885,535126,538856,544512,541976,542017,541959,551477,556476,561363,557392,555639,551491,549588,546250,542790,544686,543344,543394,537728,534896,532638,527885,522905,519883,517789,518600,518893,521696,521694,520024,517388,513719,511261,512955,514258,515178,515678,513191,508174,500904,496511,494157,491427,487806,483720,481335,480026,481266,482295,485508,491717,492231,492447,490776,495842,503006,507417,509287,509039,507596,504559,501594,498355,503271,506622,510385,506684,502397,499774,499311,500002,500055,501618,501749,501246,497998,496571,495621,496784,498805,501446,502666,503816,506415,509310,513138,516590,519331,521328,523369,526707,529469,533238,538913,544898,549672,553245,557739,564240,571641,578390,584126,589943,595845,600509,602850,604928,606658,609579,612493,614000,615111,618368,624643,630592,635703,640333,646858,654483,662019,668056,671070,673698,677748,681505,683430,684280,685395,689306,691250,691991,693286,697521,704938,713047,719888,726629,731520,736691,741296,743406,749370,755644,763749,768316,771760,774320,774657,776261,779353,783641,785741,789401,791154,794088,794687,796982,797474,799453,800961,802396,801685,801359,802611,802983,802934,801794,801132,800096,800067,798904,799072
