RegionName,1/31/96,2/29/96,3/31/96,4/30/96,5/31/96,6/30/96,7/31/96,8/31/96,9/30/96,10/31/96,11/30/96,12/31/96,1/31/97,2/28/97,3/31/97,4/30/97,5/31/97,6/30/97,7/31/97,8/31/97,9/30/97,10/31/97,11/30/97,12/31/97,1/31/98,2/28/98,3/31/98,4/30/98,5/31/98,6/30/98,7/31/98,8/31/98,9/30/98,10/31/98,11/30/98,12/31/98,1/31/99,2/28/99,3/31/99,4/30/99,5/31/99,6/30/99,7/31/99,8/31/99,9/30/99,10/31/99,11/30/99,12/31/99,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20
11435,112576,112471,112527,112654,112887,112825,112850,112806,112987,113172,113119,113255,113335,113905,114346,114339,114142,114430,114735,115418,115790,116368,117349,118045,118991,119082,119246,119898,120847,121748,122432,122779,123094,123174,123192,123409,123464,124286,125118,126255,127182,128113,129338,130370,131769,133048,134426,135785,137033,138291,139447,140128,140546,141101,141417,142050,142829,144102,145510,146306,147599,148125,148934,149741,151484,153135,154734,156257,157166,158044,158963,161097,162738,165665,168839,172448,174659,176195,177345,178501,179634,181263,182819,184492,186304,187713,188725,189390,190449,192494,196208,200097,204855,207800,210410,211380,213095,214656,216657,218551,220979,224383,226197,228213,229001,231540,235175,238797,241993,244315,246957,251221,255467,258762,262705,265946,270285,275081,280683,287435,292407,297297,299932,301300,303224,305972,308552,311320,313618,312233,307820,304075,303411,305085,309342,312085,314531,313375,313512,313148,312999,314084,315056,315751,315265,313748,310339,307323,303310,299993,295474,291031,286230,282651,279278,275798,271605,267464,263771,260448,256723,253695,250339,247759,245153,243005,242703,241806,240472,238037,235793,234103,233065,233327,233501,233548,233700,233684,232085,230623,229953,230249,230641,230413,230299,228810,227934,227686,227558,226349,224634,223714,223849,223726,223083,222570,222978,224605,225914,225890,226066,226754,228865,229762,229560,229312,230021,231327,232557,232983,233706,234388,235249,236684,237920,239753,241845,244507,246669,247844,248002,248088,248381,249691,250879,251503,251770,252882,254333,255706,257147,259287,261588,264251,266196,268104,269311,271220,273439,274894,275533,276363,278204,280850,282994,284818,286763,288226,290192,291859,294297,295947,297804,297844,297264,295603,296434,297914,299837,301933,304366,306892,307842,309522,311244,315107,317841,320743,320416,319831,320871,323372,326549,328144,329421,331576,333806,334095,334341,334513,337586,340099,340988,340710,339597,339723,340702,340761,340625,341098,342101
11249,228036,228036,228676,229199,230203,230850,232088,234036,234718,234571,234705,237351,239977,242020,243029,244680,245090,247219,250569,254390,258216,260826,262569,261893,262652,264037,266157,266325,269777,271332,268610,264027,263915,269186,275481,280007,283159,286391,290407,296066,300216,304361,310759,315430,317052,317146,317588,318897,317999,319457,323162,328855,334505,341521,351522,362624,375221,382606,391177,396813,403941,408643,410949,413619,418384,424581,427129,429053,430832,439758,450968,464852,477100,485725,492158,496711,500074,504042,506901,509553,513349,516749,518579,519192,519457,522932,528407,536613,544452,549631,555281,561780,562529,560982,556176,554962,560044,567557,576032,575370,571980,566370,562103,559051,561096,563734,568402,570832,567994,564330,564491,574165,582747,590906,599503,610070,624710,636631,649417,664133,677899,693323,698567,704018,715120,732938,749547,757002,752217,748440,743778,734663,728540,717989,720651,720476,721784,720626,722957,731061,738452,750078,760951,780513,796651,814670,819933,822485,819816,820453,818075,819508,827644,835347,838570,836400,833772,827821,822553,814106,807824,798747,787462,777537,763991,748046,735993,726604,724359,725424,731681,741847,751024,756956,767065,768395,771195,770342,768552,763723,757083,754719,752788,748169,744423,742439,740551,740795,745672,753308,760009,762770,763976,760419,756970,759153,763444,768062,770816,775727,778110,781920,791295,806532,823830,838240,847998,850232,850435,856814,865277,875588,883297,887734,889178,891021,896756,909462,924834,939593,956378,966541,978640,988191,1001152,1018501,1032168,1043995,1044659,1041437,1041848,1056884,1070529,1080359,1081386,1082944,1086115,1091101,1098012,1107207,1119012,1132538,1138966,1136108,1130209,1129518,1133514,1137371,1137375,1132183,1130829,1127469,1126272,1123140,1123308,1125255,1127498,1129282,1130969,1135623,1143076,1150639,1154683,1155931,1157062,1159698,1161207,1164752,1168138,1172365,1173473,1171923,1174810,1176640,1183363,1185876,1192508,1191378,1195535,1196934,1202164,1202958,1205101,1207343,1204978,1203744,1199017,1198550,1193743,1193586,1188630
10026,196925,195726,195546,194368,193407,192887,192606,192292,191842,192075,192823,194189,195414,196401,196209,196877,199167,200807,202305,204205,207162,210641,213364,216410,219435,224512,228623,231948,232742,233795,234548,234440,234375,232209,231677,228945,227937,226121,228296,230810,232669,235727,240518,248088,253176,258595,261595,266383,269859,274861,277608,280361,285242,289525,293172,293691,296500,300958,307048,314069,318726,318280,315212,314068,314728,315477,315856,318162,321152,322927,323226,321393,323315,329260,338101,343750,345995,348948,352354,356842,358460,360639,363619,369786,374317,377121,378485,381142,386392,392388,398798,403664,410461,417373,424127,425257,424723,429073,435216,443321,447213,449096,448130,444931,444572,443120,442894,443666,449890,453225,461110,466395,474782,483599,494718,507896,517862,531973,546081,561420,574343,585861,589931,592030,597378,608522,619258,628030,632790,631584,630559,635095,636109,636816,632389,635771,636521,633210,631183,630257,637777,647457,655431,657182,658003,658634,666191,666623,666395,660021,658069,656818,656058,654618,650259,644903,639126,637593,637794,639526,638929,637415,626899,616257,600812,590462,589233,594030,599312,595580,589102,585039,582762,586083,594172,600778,607211,607698,601471,592479,588183,591685,595826,595980,595361,593707,590875,590976,590569,591923,592852,593189,591426,589241,588509,590329,594339,597869,600481,601175,604674,611806,619633,629315,637300,644665,648440,652659,655320,659842,667210,676192,686826,692379,700478,706712,717577,727981,741743,753902,768307,778850,789119,796760,803368,812540,819083,827179,833661,843237,852092,859123,861654,870439,878299,892877,901694,911976,922744,931933,935651,931559,927536,930666,938522,942470,943898,939702,940081,938668,936524,936838,937666,943756,949395,954729,958473,962034,966031,968606,970824,971951,974385,972422,972610,973982,972445,968873,961992,958210,957054,958439,960747,959409,955333,952145,948077,942326,939683,938321,940077,937847,933714,928876,922425,919004,916672,914796,912157,908967,904342
11103,158997,158883,158498,158255,157854,157608,157189,156827,156716,156570,156498,156220,156498,156974,158237,158432,158825,158956,160044,160916,161483,162038,162988,164807,166438,167873,168040,168981,170252,172126,172585,173759,175100,177150,178431,179341,179332,178797,179260,180437,181737,182713,185032,186856,188769,189882,191634,192588,194077,196486,200006,203090,206243,208914,211491,214473,217962,221313,224450,227368,230509,233699,236893,240437,243111,245970,248449,250922,252128,254630,257006,261944,266420,270471,271483,271782,272737,274759,276677,278651,281124,282966,284461,284843,285754,286621,288562,290515,292354,294085,296439,298248,300042,299874,300390,301133,302500,304228,305984,307981,311071,315612,320169,324446,328644,337003,347533,355485,362451,367557,374979,383486,390431,395065,398799,402916,407731,412069,416587,423786,429696,435896,438102,439064,440586,443898,447725,452309,456247,453888,445847,437471,432654,432775,437507,441646,446495,446452,446656,445665,444403,447040,450119,452944,453700,452294,451032,449464,446068,442864,441494,440495,440837,440492,441923,443548,445189,444952,439910,435248,431313,430742,428093,426053,422850,419498,416732,414894,413029,411851,410326,410800,411683,414082,414616,414215,413091,414011,414889,415446,415913,416020,419258,419672,420291,418013,419260,421868,425450,426119,425665,423539,423292,422930,422629,422999,422189,422887,422198,422234,423031,425879,430194,435388,438265,440872,443002,446601,453605,460249,467226,472307,477088,482900,486142,489191,492908,499387,506358,513810,517775,520182,521599,523650,527169,528765,535297,542200,551553,558326,565077,568658,572904,577927,584533,592036,598194,607038,612899,620565,623150,628059,631307,639150,647462,659052,670044,681741,691071,695171,697459,697943,705308,709601,715520,716815,720184,721345,722329,719044,718160,721223,729736,738482,743296,747566,751670,760109,767632,775229,780190,785597,789312,791271,790307,788625,785418,786122,788166,790405,790639,789283,789960,791972,794196,796278,797860,799784,803197,804143,803599
10013,703349,697742,692796,686919,685341,688803,689546,690411,691756,696857,703454,711159,719513,734465,748563,759696,763485,764496,770576,777826,787053,796081,804942,812220,818023,817604,824990,834423,851569,863620,875344,887627,897059,901473,904696,913416,925547,938921,949284,957753,963504,970678,983972,998866,1017815,1033107,1052196,1064324,1076751,1086711,1097988,1109558,1123400,1147588,1168640,1185728,1196701,1208706,1215127,1224216,1236895,1259242,1278849,1301663,1319543,1325609,1328254,1336711,1351891,1371394,1397794,1427315,1452890,1467632,1482217,1493090,1501293,1504875,1508968,1521556,1541385,1563615,1578718,1591991,1605919,1620888,1632479,1644118,1668591,1708016,1738109,1732124,1694491,1650117,1617871,1592750,1568137,1552243,1541645,1540743,1528901,1515942,1517277,1543041,1591041,1633130,1666712,1685081,1702956,1716170,1742588,1757977,1776771,1791016,1810349,1832980,1849884,1883072,1912089,1938239,1974708,2004499,2025219,2032976,2058695,2095803,2105986,2097618,2077389,2055557,2042555,2059254,2066284,2071716,2059413,2072942,2089235,2081054,2079178,2068910,2077935,2072928,2065231,2054219,2056926,2082909,2103354,2101809,2058197,2031724,2025384,2046857,2066117,2105174,2155468,2189833,2194682,2170479,2161120,2163328,2182210,2190749,2169661,2137614,2101539,2069459,2047417,2023994,2002074,1977789,1964963,1960899,1964235,1973864,2008895,2039410,2065924,2079073,2074070,2078619,2099660,2139609,2173638,2195933,2220242,2240234,2246547,2252480,2265146,2276688,2294152,2300730,2303265,2293399,2280648,2280008,2282762,2290767,2297433,2309389,2326238,2355124,2368612,2386106,2406907,2444751,2478343,2494986,2504816,2516311,2548789,2587711,2615866,2617370,2628820,2648659,2676050,2690024,2716431,2759849,2810730,2858523,2881392,2899259,2907285,2938194,2959328,2989861,3023030,3073166,3104677,3122801,3135403,3152397,3162953,3165123,3189863,3219596,3264541,3282902,3282182,3264782,3256183,3257716,3252629,3244138,3241099,3256216,3263976,3262083,3246358,3239120,3237780,3234103,3231915,3225103,3217676,3206825,3212695,3204903,3194224,3178439,3173721,3166196,3158492,3147046,3137656,3133440,3143258,3134319,3114349,3102023,3111696,3116426,3116282,3125708,3118327,3107629,3087659,3081240,3069625,3068386,3067279,3064178,3048138,3040575,3034643,3022963,3023563,3030022,3042520
11231,264449,263574,262740,260886,259842,259002,258962,258566,259404,259435,259229,257996,258350,259829,262022,264554,267911,271304,273530,275691,277532,281287,284502,289629,294124,297667,300660,304265,305889,308211,311268,316334,318692,319924,324073,328803,332302,335970,339545,341123,341183,341027,342697,345203,350932,358953,366132,372148,375092,376314,377014,383055,392432,402948,412495,419450,426106,430099,433905,437275,443428,453875,467078,479960,490200,498349,502694,508697,515056,525392,537278,553139,570889,585872,595007,598791,600150,601313,604266,611157,619559,627494,631822,634268,636216,640199,649136,660577,675117,689464,702243,706528,702202,694759,693430,694207,700415,704734,706888,704824,705893,709920,719602,728333,747470,766775,789810,805381,811905,818048,832128,850492,864471,872921,884977,901841,920441,936965,944214,956578,968718,983864,981137,988784,996047,1016405,1023763,1030238,1026960,1028383,1027950,1029933,1036047,1037720,1049771,1048273,1052087,1043962,1042353,1045530,1046070,1045490,1043827,1039297,1025291,1011508,1001772,1000384,995363,992308,985789,975459,965555,956517,951703,948825,951708,949540,948985,941076,933419,918088,901610,889018,879856,873728,865958,861220,861564,873020,873052,871805,869471,879545,893753,901437,908632,910508,914405,910838,906873,897481,896566,895433,894437,890054,887946,889787,893647,899932,903872,910324,911400,909164,905142,905958,909196,913089,917378,922080,922608,922144,928126,937259,947239,960722,972859,982962,993415,1006239,1016759,1026562,1043531,1061738,1074668,1085114,1099523,1115477,1132020,1148171,1164741,1177233,1189498,1202515,1213116,1226947,1238148,1250977,1257283,1261775,1268927,1283846,1298514,1311126,1323885,1336692,1348952,1352315,1360382,1361563,1369925,1379849,1394770,1404039,1408688,1414501,1414036,1413409,1411380,1410697,1410679,1415488,1423646,1428114,1422594,1417487,1412125,1409076,1410549,1411972,1413535,1420690,1422387,1427154,1422953,1421085,1418212,1412510,1409834,1408229,1407747,1412905,1410724,1411413,1414897,1420507,1420823,1415195,1413213,1415353,1417071,1417330,1415528,1409514,1409291,1404485,1399978,1391798,1390826,1393732,1395988
11365,197702,197177,196953,196548,196506,196411,196205,196012,195978,196116,196055,196163,196414,197351,198250,198999,199356,200121,201288,202721,203854,204893,206591,208340,210390,211582,212779,213849,215284,216400,217413,218480,220067,222085,223914,225692,226903,228596,230226,232372,234334,236804,239636,242134,244815,246656,248254,249711,251494,254451,258206,262029,265477,268263,270604,273232,275729,279512,283931,288382,291981,295645,300400,305525,309745,312098,314944,317858,320700,322607,324039,325809,328847,329081,326119,322032,320835,322445,324574,326534,329261,331254,333022,334631,335812,338256,341607,345319,347854,352087,354459,357453,357958,360554,363354,366465,370623,375297,380407,385009,389324,393789,398662,402711,407874,413389,420930,426586,431444,435485,440269,447377,454076,458794,464390,469999,476348,482954,490482,499987,506450,511305,513758,515900,518958,522417,525273,528275,530883,526074,515741,505411,500497,500134,503197,502810,502902,498668,496118,493225,490740,493057,495393,498841,499969,499151,495557,493512,490153,488744,486201,483481,480386,478364,476812,473227,468257,464312,461813,458786,454988,451245,448422,447186,446102,443827,444192,445581,448372,449498,449593,451159,453871,458855,462737,465199,468103,471406,472851,472967,472859,472538,473253,472424,472977,471028,469850,469126,468545,466996,464896,464350,464723,466609,466971,468558,468272,470125,470660,471392,470708,472276,475543,478610,479632,479827,481513,483314,486344,488704,492122,495049,498896,501762,504384,506721,511868,517337,523387,528320,532672,535585,538836,542750,548295,552889,557291,561467,563810,566652,569181,572747,576244,581260,586121,590569,592452,595304,598713,603365,608197,612375,615785,619730,623602,627253,630746,634416,640290,644954,649621,652548,657645,661934,666088,669625,674016,679218,683068,688777,693046,699876,704688,709912,712000,714945,718747,724531,729724,734287,739606,743245,747740,749067,750269,750451,749918,749884,750699,751040,751173,749521,747718,745838,743180,741337,739994,738946,738871,737598,734751
11367,100443,100375,100662,100907,101222,101213,101173,101050,100725,100528,100160,100040,99904,100097,99916,99741,99498,99739,100205,100808,101712,102245,103207,103744,104299,104417,104736,105278,105874,106390,106666,107034,107444,108387,109106,110093,111224,112749,114061,115398,116678,118210,119783,121209,122631,123748,124807,125781,126737,127879,129292,130595,132065,133281,134686,136257,137933,139850,141642,143800,145854,147981,150017,152104,154074,155632,157225,158691,159955,161151,162727,164214,165620,166719,168080,169506,170876,171900,173418,174777,176426,177334,178291,179509,180925,182404,183604,184685,185713,188619,189862,191832,193281,196492,198914,200156,201914,203891,206053,207956,209977,212178,214978,217337,219118,220695,223624,226825,228976,230520,232399,235622,238549,240568,243171,245334,248630,252221,256862,261917,266145,269461,271155,272412,274350,276592,278043,280013,281583,279154,273450,267868,265195,265232,267127,267108,266794,264265,263352,262108,260920,261457,261892,262712,262260,260599,257832,256107,254222,252474,249610,246268,243048,241399,240534,239402,237386,235351,233801,232023,229900,228152,226832,226203,225383,223301,222189,221586,221722,221608,220474,220008,219994,221894,223124,224427,225700,227823,228795,228687,228976,229290,231536,232651,234395,233265,232850,232303,232737,232663,232450,232664,232586,233042,231962,231643,230604,231291,231699,232161,232005,231682,232153,233335,234165,234719,235577,236952,238566,240594,242800,244536,245584,247463,249752,251467,253816,256065,258959,261110,263127,264116,265322,267146,270441,272881,275086,277213,278931,281155,283264,286014,288691,292020,294812,297734,299582,301970,303864,306352,309176,311860,313950,315974,317966,319654,321670,323542,326099,327832,330571,332725,335676,337607,339969,341562,343958,347527,351048,355246,358813,364313,367933,371209,372775,375061,377523,381517,385793,388945,392432,394635,397650,398686,399486,399847,399540,399829,400866,401365,401508,400779,399672,399101,397976,397332,397352,397727,399000,399448,398925
10304,155778,155469,155207,154931,154788,154727,154725,154420,154360,154351,154700,155002,155382,156138,156793,157066,157092,157373,157536,158174,158607,159383,160202,161157,162056,162392,163008,163678,164679,165403,166479,167795,169058,169816,169945,170202,170739,171518,172710,174618,176626,178417,180029,181462,182974,184720,186308,188092,189503,191610,192957,194015,195493,197361,199601,200988,202991,204470,207165,208671,210586,212173,214704,217495,218984,221474,223295,226198,227986,230662,233437,237240,240671,243372,245838,247839,250645,252173,254977,257498,260601,262851,264361,265760,267657,270476,273484,276906,280268,283781,286102,289382,292673,296920,300543,304095,307482,310401,313329,315484,318570,322104,326474,329527,331949,334232,337370,341736,346148,351089,355453,360767,364934,369001,372988,377887,383698,389563,395597,399992,403719,407100,410729,413706,416765,420348,423195,424775,426178,427070,427512,427796,428902,429286,429408,429696,430451,429834,429346,429498,429786,429367,429128,428640,427937,427636,426981,425339,422397,419850,416979,414348,410314,406706,402692,400774,398348,395772,392285,390453,389613,388862,388275,387189,387968,389634,390604,389128,387164,385704,386776,386934,386986,386521,386905,387849,387769,386658,385704,385909,386520,386982,385555,383624,381318,379550,377206,374010,370648,367928,366863,365416,364547,362937,361808,360437,359501,359195,358527,358570,359266,360083,359972,360011,360020,360703,361839,364133,366492,367991,369830,371119,372483,373401,374304,375344,376678,377822,378346,378734,379042,379482,379681,380959,381906,382501,382737,383304,383890,385459,387444,389697,391695,394867,398861,402536,405971,409757,413820,417446,420332,422950,425568,428512,431211,433228,434610,436649,439625,443604,448194,452758,457255,460526,464868,469086,475118,481027,488556,494187,498226,500623,503408,507967,514173,521758,529200,534511,538230,540077,540851,542416,544782,548256,551658,553747,554752,554253,551069,548360,545349,545276,544929,544567,544011,543060,541687,540308,538883,538125,539129
10301,167077,166378,165789,164903,164255,163692,163106,162521,162278,162234,162706,163103,164240,165480,166976,167344,167323,167400,167868,168468,168589,168742,168858,169328,169005,168616,168113,168693,169755,170949,172106,173556,175314,176902,177874,178929,179567,180343,181084,182834,184940,187053,188697,190065,191570,193186,194365,195349,197457,200494,203808,205886,208199,210020,212339,213931,215780,217578,220801,223706,226263,227846,229657,232301,233755,236086,237972,241367,244494,247916,250832,253712,256413,259378,262361,264644,267321,269891,273303,276243,279199,281704,284019,286368,289493,292600,296363,300020,304089,306863,309161,311865,314831,318221,321250,324732,327584,330470,332182,334363,337535,342383,347148,350897,353544,357359,361728,367095,372038,377338,383441,389148,393067,396276,400088,404833,411162,416858,422555,426227,429392,432574,434672,437222,439899,443618,446206,448125,449041,448870,448286,448349,450132,450586,451779,452500,454037,453884,453747,453658,453432,453060,452154,450390,448159,447448,445972,443214,439142,435403,432278,429520,426137,422562,419644,418680,416757,413360,409557,407793,407225,406582,405655,403433,403010,403594,403675,402512,401012,400913,401900,402685,402465,402020,401561,402594,402763,402239,401447,400568,400376,399357,397787,394710,392032,390095,388976,387189,384797,382247,380943,379547,378504,377242,376298,375953,375792,375712,373923,372103,370894,370606,369749,368970,369140,369875,370420,371065,372060,372512,373989,375538,377514,379451,381018,383047,383467,384049,384791,386143,387407,388864,390712,392770,394434,395045,396232,397201,398667,400001,402136,404159,406487,409405,412546,415478,418512,422324,426356,430588,434855,439195,441698,444781,446764,448768,449325,451082,453463,457906,462277,466598,469823,472693,477563,482619,488659,494263,502187,509893,516024,517548,517557,518236,522656,528472,535313,540483,544893,547516,548568,548450,548052,548572,551352,554329,555827,554794,551254,547928,544959,543774,542649,542006,541995,542875,542641,541792,540383,540212,541046
10012,388871,388894,388584,389857,391971,395540,398365,401238,403968,407130,411342,416827,424630,434708,445757,453006,457110,458766,461154,464525,469158,475715,481376,484589,484890,480389,477568,478563,486722,498056,510637,522180,529558,534403,537772,545545,552693,565389,575766,585344,588955,588292,590631,594542,609117,620086,635151,642722,652262,659003,667445,676917,687911,704749,719372,728801,727476,730416,732185,740845,745886,753115,759222,768763,777933,782147,784866,794956,810244,824578,839206,851759,872497,890053,908162,918931,926714,931587,935379,942049,952884,962359,969377,973705,978931,984639,992103,1000020,1015470,1040727,1065275,1070800,1061467,1054839,1054946,1061238,1051212,1046281,1034868,1040300,1037230,1034253,1031581,1047160,1075140,1100115,1114029,1119098,1133464,1149829,1181648,1201246,1225638,1243426,1269906,1290198,1305684,1324447,1348195,1367671,1397437,1417463,1426297,1416288,1410428,1412568,1406257,1392006,1368606,1340988,1323092,1330127,1328751,1329632,1319767,1327140,1331254,1324365,1323253,1321417,1330947,1335428,1334643,1331936,1337795,1346701,1350974,1352191,1346145,1349706,1343577,1347699,1354601,1383639,1413250,1415323,1387442,1350365,1336625,1335139,1338362,1333173,1323151,1312839,1298360,1278777,1265101,1265697,1282093,1297607,1307513,1307216,1309990,1314397,1336444,1351656,1367672,1374375,1376936,1383483,1400676,1425686,1451016,1474037,1493628,1511279,1517654,1530881,1544566,1556207,1563301,1561691,1554094,1547037,1534917,1528756,1527897,1537727,1548158,1553295,1560158,1574131,1578025,1579784,1574909,1579096,1584229,1590690,1595077,1595121,1601264,1609390,1614212,1608825,1613807,1624905,1646665,1655408,1672262,1688172,1705025,1719591,1728142,1745304,1758583,1778818,1790024,1812136,1840877,1881523,1906109,1919989,1931414,1947064,1959701,1962728,1972537,1991569,2023909,2033931,2019557,1985407,1963754,1952483,1949877,1953560,1952206,1952734,1943637,1939142,1929860,1924879,1925151,1934093,1946067,1949335,1932742,1893190,1879349,1863432,1860889,1835416,1819354,1814439,1816521,1825448,1826326,1843640,1864325,1890395,1906163,1942875,1988074,2017222,2017119,2024925,2048920,2071887,2067494,2047318,2035467,2040498,2043704,2033288,2013872,2019640,2046624,2063396,2066454,2067718,2095934
11357,247984,247305,246752,245749,245182,244557,243671,243070,242575,242968,243359,244577,245818,247305,248512,249290,249808,250947,252993,254853,256480,257170,258337,259071,260177,261162,262824,265331,267830,269730,271139,273054,275492,278348,280918,283178,285260,287188,288956,290745,293225,296679,300680,303701,307512,310321,313497,315788,318675,322945,327524,332250,336209,340033,343760,349094,353488,358948,363829,369141,372526,373985,376108,379294,383950,388383,393334,397631,401421,405021,409122,415843,425021,435890,445207,451650,455772,460166,465515,472610,479360,484475,487489,488830,489760,490554,491735,493312,494852,494696,491094,483400,476912,473449,474281,475208,477356,479092,481656,484837,489024,496364,503974,513507,522828,532960,543503,551339,557457,562275,566685,573294,579731,585154,592695,599358,606765,613985,621942,632602,638774,644368,645981,647569,649482,652527,653824,656229,658131,651494,637663,624312,619609,620358,627133,628475,629282,622601,619739,616193,613313,615098,617934,623387,624805,623832,617055,613826,610624,610380,607425,604207,599223,596522,594484,587264,578010,567312,562548,557434,552592,549164,546564,545156,544584,542227,543004,544605,548158,550404,549356,549109,549113,551422,551906,552116,552300,554261,552931,552179,552194,554535,559059,561233,563772,562144,562322,562225,562124,559907,558210,558278,558287,558416,555906,555434,553844,556052,557538,559308,561244,564573,568839,571308,572154,572505,573782,575536,579693,582499,585977,588885,591627,593806,595340,598378,604975,612011,619660,624876,627347,628770,630953,634508,639420,643320,648881,653868,656333,658076,660134,664042,668962,675091,680048,684568,687227,691609,694791,697295,699011,701815,704539,708370,712166,715844,719555,722516,726193,729348,734079,739918,746890,751332,754847,757833,761775,766275,770335,775657,782061,790142,795813,798187,800146,804395,811740,819634,826132,832720,839521,844792,848058,848581,850675,853495,855188,855825,854276,851526,849179,845955,842445,839197,836417,834424,831601,829068,826763,824082,821213
10305,163875,163550,163046,162520,162012,162088,162098,162060,162152,162266,162711,162929,163550,164460,165751,166512,167066,167035,167231,167768,168276,168849,169357,170253,170684,170609,170488,170654,171291,171895,172561,173202,173792,174361,174409,174545,174784,175176,175740,176769,178210,179606,180977,182017,183169,184703,186488,188468,190341,192837,194816,196486,198242,200556,203069,204947,206803,208252,210876,213218,215826,217734,220625,223707,225600,227929,229908,233279,236423,240179,243398,246323,249006,252013,254924,257653,260450,262229,264657,267068,269871,271983,274086,276440,279349,282412,285074,288140,292482,297529,302059,306246,310499,315306,318882,322466,325661,328925,332484,335288,338089,340633,343800,346318,348298,350584,354340,359387,364194,369199,373761,379148,383582,388106,392242,397618,403255,408744,413650,417082,420413,423441,426963,430178,433222,436780,439468,441117,442279,443061,443382,443117,443193,441899,440037,437800,436891,434867,433585,431753,430985,429323,429104,428686,428158,427867,427198,425865,422987,420418,417473,415843,412823,410434,406323,403872,401316,399935,398385,398050,398132,397800,397436,396331,396801,397982,399203,399593,399230,398752,398988,398755,398411,398498,399467,401205,401987,401631,400674,399854,399371,398698,397018,395335,393431,391427,388410,385047,381519,378888,377935,376423,375673,374234,374286,373353,373449,373257,372972,371700,371444,370951,370562,370191,370333,370796,370889,372010,372747,374045,376085,378908,380930,382647,383681,385108,385166,385575,385938,387048,388052,388518,388672,388862,389217,389516,390011,391173,393447,396091,398285,399316,399973,401825,404270,407281,410358,414179,417974,420706,423096,425263,427666,430907,434214,437443,439651,442318,445691,449410,452780,457072,460335,463462,467092,471999,478549,484428,491733,497122,500938,503697,507261,511957,518344,526008,534186,539589,542878,544549,546638,549532,553418,557127,561370,563459,564692,563341,560368,557452,555078,555014,553756,552505,550946,549777,547700,546284,544762,544399,544726
